Ax,Ay,Az,pitch,roll,label
11.12049,1.113375,-1.408186,-37.95199,-79.8175,0
10.59659,1.23363,-1.143929,-29.53835,-80.97984,0
9.883827,1.125429,-0.5822647,-17.8804,-83.15002,0
9.425514,1.022961,-0.6070485,-22.96325,-82.84135,0
9.37917,1.196661,-1.274044,-33.71883,-78.22038,0
8.429154,1.448913,-1.80884,-36.5046,-74.15829,0
7.898264,1.391137,-2.057522,-42.68379,-71.77528,0
7.506968,1.256384,-2.956466,-57.30488,-64.78062,0
7.071561,1.057496,-4.05748,-70.45806,-56.79057,0
6.657449,0.7851128,-4.101094,-78.26849,-57.37224,0
6.340239,0.5087214,-2.982533,-81.94788,-67.02856,0
5.876667,0.7448844,-3.325984,-77.86211,-58.27386,0
6.170182,1.383921,-7.148598,-73.4523,-36.17231,0
8.066146,0.9529103,-7.800786,-80.73506,-47.18456,0
12.58035,1.304844,-16.66017,-81.49025,-35.61248,0
16.397,0.187946,-18.87502,-88.59004,-42.01376,0
16.40305,-1.904887,-15.52858,-111.4363,-48.24206,0
15.27869,-2.589703,-12.43124,-124.0399,-51.7674,0
14.4607,-2.358681,-11.26725,-120.5609,-51.92226,0
13.03157,-2.074674,-9.733661,-117.6791,-53.08275,0
10.75474,-2.080885,-5.873883,-131.6988,-63.25112,0
8.738234,-2.547512,-0.7017278,96.3479,-70.28834,0
7.48173,-2.899398,7.059247,124.659,-34.94646,0
6.129717,-1.644223,9.999668,105.0977,-27.20465,0
3.969128,0.03426579,11.39557,92.31897,-15.30045,0
2.112768,1.215244,11.74096,81.30402,-7.117413,0
1.560692,1.549993,12.55454,78.68474,-6.076063,0
1.853629,1.463093,13.05781,80.4816,-8.344537,0
2.329089,1.450347,12.05596,79.92499,-11.89365,0
2.426406,1.651864,9.625578,73.45057,-15.3106,0
1.890492,1.702244,6.110823,62.60043,-18.12456,0
1.129831,1.833351,2.702062,33.60343,-19.72194,0
0.1388057,1.20892,0.770685,13.81538,10.75064,0
-0.8020721,0.4351082,0.2644973,55.07376,79.76756,0
-2.0662,-0.08335763,0.0373939,-104.19,84.0553,0
-3.330336,-0.5469652,0.460057,73.61322,76.16832,0
-4.079122,-0.7526497,1.556922,102.1256,64.2214,0
-3.124284,-0.7753405,1.441482,111.703,60.20545,0
-0.3968015,-0.8133348,0.152075,-90.49106,-30.4532,0
2.723563,-1.041903,-0.7807982,-127.9124,-67.45142,0
2.525025,-2.172844,-1.16126,-158.6113,-40.7195,0
9.453291,-2.462762,-1.547271,-164.8374,-75.42124,0
15.01728,-3.082915,-1.859252,-169.332,-77.20737,0
18.46384,-4.415901,-0.6030781,-177.022,-76.07227,0
19.32549,-5.654156,1.705934,87.99815,-71.52566,0
19.5409,-5.965515,3.647882,152.2511,-69.23771,0
19.59475,-5.61599,5.140729,165.5933,-68.12015,0
19.60821,-4.734931,5.406202,165.6761,-70.18929,0
19.61158,-4.230953,4.908736,165.5388,-72.33708,0
19.61242,-4.088798,5.484673,163.3621,-70.44009,0
19.28268,-3.898833,5.95367,160.5554,-69.38027,0
17.25735,-3.562242,5.070742,160.2259,-70.43848,0
15.7257,-2.93042,4.489084,154.9018,-71.52374,0
13.17723,-2.212222,4.997287,137.4357,-65.83784,0
10.58465,-1.906977,6.760176,121.9105,-52.10315,0
7.785317,-2.065896,9.569363,116.1176,-32.59319,0
5.006119,-2.245686,12.66167,112.6676,-16.37373,0
2.908916,-2.755707,15.80321,115.9138,-7.362508,0
1.434716,-3.608656,17.80605,126.0079,-2.860425,0
0.9835655,-4.73947,17.30299,141.5987,-2.667547,0
2.420425,-5.880496,14.29161,156.369,-11.16582,0
4.228731,-7.12463,12.05376,165.6706,-19.57026,0
5.269781,-8.611814,9.651964,171.858,-23.85798,0
6.690034,-9.436115,5.409933,176.1496,-34.30087,0
8.718644,-9.387208,-0.6299157,-89.67597,-43.97676,0
11.07173,-9.075108,-5.781458,-153.4609,-45.39851,0
11.0387,-9.201786,-7.11244,-169.6018,-42.72705,0
10.29602,-8.509809,-9.531733,-171.0139,-37.18681,0
11.07642,-7.605984,-13.37052,-166.3688,-34.70296,0
13.16054,-7.16455,-14.4613,-164.2514,-40.18896,0
14.29927,-7.350473,-12.50919,-167.0974,-46.38755,0
13.56223,-6.892377,-10.87014,-167.3472,-47.20525,0
12.66689,-5.468822,-11.28638,-158.8587,-44.76797,0
12.62981,-4.595787,-9.916214,-155.141,-50.52186,0
13.28852,-4.321863,-6.916108,-160.6762,-61.70095,0
14.11399,-3.700321,-4.68826,-162.6846,-69.88576,0
16.7889,-2.51489,-1.756472,-167.7883,-81.21946,0
18.75816,-2.426169,-0.5145354,-176.3625,-82.9567,0
19.39907,-2.703863,0.5160049,87.05284,-81.51599,0
19.55929,-3.195265,1.285401,151.7155,-79.32771,0
19.59935,-3.727523,1.413106,169.2719,-78.00381,0
19.60936,-4.602192,2.306945,172.9941,-74.2162,0
19.61187,-5.684567,3.787361,173.4804,-69.30886,0
18.25364,-6.445374,5.649651,172.6021,-62.73044,0
11.12782,-5.993147,2.690143,175.7653,-57.79899,0
9.666481,-5.60135,1.011914,178.3006,-59.11979,0
8.015461,-5.18557,-0.2713517,-89.25841,-55.6853,0
5.261177,-5.069056,0.4080096,111.6121,-40.58374,0
0.5700989,-4.082845,0.7089325,160.4391,14.5058,0
-3.010639,-2.794815,-0.393784,-89.16747,59.41403,0
-3.886071,-0.9303427,-2.671614,-91.80023,50.4936,0
-3.819421,0.2091446,-3.727693,-86.11745,42.6513,0
-3.827897,0.1151339,-0.2783062,44.35115,77.12621,0
-2.890891,-0.5565989,1.431588,91.91738,50.20028,0
0.1445768,-0.6760495,0.7906489,121.9618,-51.51174,0
3.713638,-0.526347,-1.619537,-42.75227,-63.27001,0
8.260054,0.4106999,-4.0734,-70.54606,-63.16949,0
11.08457,-0.3516248,-6.538182,-89.8795,-58.44783,0
11.42798,-1.134771,-6.423548,-106.1701,-60.47851,0
11.89092,-1.727396,-6.017802,-121.5032,-62.80344,0
13.17023,-1.466144,-7.695856,-111.3213,-58.3851,0
14.06108,-1.208696,-9.363348,-104.0744,-55.19073,0
14.54775,-1.375974,-12.48088,-102.7166,-47.25443,0
12.99408,-1.755375,-12.7072,-106.9691,-43.99788,0
10.59812,-1.796356,-11.7672,-107.7555,-40.20026,0
9.580744,-1.235584,-10.89115,-100.3441,-40.94771,0
8.873896,-0.6949611,-10.71523,-94.67165,-38.99572,0
7.714962,-0.5867401,-8.843279,-93.80373,-41.65775,0
6.728517,-0.8272368,-5.478905,-100.7156,-55.1818,0
6.217944,-0.9466175,-1.86353,-137.6941,-78.90511,0
5.77247,-0.7107063,1.380047,42.27023,-65.68494,0
5.779615,0.7255361,4.95804,67.07401,-42.6927,0
5.266049,0.9086228,6.902994,78.26379,-33.7906,0
4.595371,0.5072773,10.97515,86.3177,-19.51085,0
4.447454,0.2543106,14.59149,88.86139,-15.55729,0
4.979697,-0.2219309,16.75253,90.31541,-16.44024,0
6.204513,0.1689737,16.26209,89.49904,-22.32778,0
6.905761,0.821556,14.24866,85.74152,-27.66803,0
7.06132,1.453367,11.56538,77.11671,-33.3702,0
6.820088,1.993793,8.150808,60.3749,-42.55133,0
6.497615,2.017569,5.472783,50.18901,-51.91389,0
6.083006,1.897818,3.185395,37.87061,-62.8149,0
5.435271,1.440515,1.126749,19.83624,-75.38161,0
4.386286,0.6582068,0.3930175,30.00742,-84.00018,0
-2.330118,-1.136351,-0.1762299,106.1988,67.70995,0
-3.922441,-1.673922,1.482246,139.0863,58.2813,0
-3.665109,-2.670227,1.796309,160.901,45.20704,0
-1.058134,-2.969582,1.47619,169.0222,3.220926,0
1.491614,-3.16832,2.33349,166.7407,-29.3615,0
-0.8122265,-2.690084,2.779454,158.289,22.21004,0
5.830331,-1.992325,0.7307766,173.968,-77.65648,0
10.37479,-2.527167,-0.5283837,-86.43584,-76.44386,0
16.49922,-2.596234,-2.374864,-141.921,-77.89857,0
19.41811,-2.40638,-3.908972,-150.9656,-76.73333,0
19.56405,-2.06146,-3.900563,-145.7937,-77.4757,0
19.60054,-1.668173,-3.160448,-143.5021,-80.46513,0
19.60966,-1.993625,-1.057664,-168.3419,-83.79554,0
19.61194,-2.708853,1.170309,85.12251,-79.84308,0
19.61251,-3.212673,1.919437,149.2882,-78.42587,0
16.14315,-2.417523,3.146535,153.5123,-75.30576,0
13.49528,-1.803876,3.474724,137.5784,-72.71508,0
11.40218,-1.467308,4.246301,122.488,-66.28196,0
10.19117,-1.715361,5.890081,120.441,-55.66885,0
9.211453,-1.989261,7.884791,119.236,-45.27759,0
8.359595,-2.037984,9.825377,114.8675,-37.11575,0
7.848553,-2.324899,11.65547,116.1798,-31.55639,0
7.882401,-3.287271,14.24442,127.6062,-26.94019,0
7.445541,-4.747112,15.77692,144.0306,-23.1078,0
6.998744,-6.060175,15.86376,155.6158,-21.74935,0
6.402218,-7.031284,14.39149,163.1322,-21.5268,0
5.942439,-7.656536,11.06599,168.9427,-24.5243,0
10.58956,-8.178286,-2.42428,-88.13556,-51.29348,0
12.49115,-8.447865,-5.786524,-153.0209,-50.08014,0
11.60006,-7.669507,-8.679514,-165.8679,-42.90369,0
9.57445,-6.006075,-11.98132,-158.856,-32.12589,0
8.628114,-4.71753,-14.14094,-145.8914,-28.25547,0
8.569299,-4.731181,-13.22996,-149.3015,-31.84239,0
9.649942,-5.323567,-11.24247,-158.1832,-39.98996,0
10.28642,-5.606338,-10.33799,-161.8741,-42.28848,0
10.30009,-4.994682,-8.091759,-162.4421,-49.60739,0
9.951557,-4.34976,-5.948234,-163.1721,-55.85647,0
10.68863,-3.617513,-5.105296,-159.3209,-61.70306,0
12.33815,-3.183059,-4.070357,-159.544,-69.54449,0
14.00389,-3.26299,-2.05368,-169.8923,-76.23022,0
15.92508,-3.144707,-0.3141027,91.4822,-79.34492,0
17.61924,-3.032537,0.1387481,156.6846,-80.60371,0
19.11434,-3.081707,0.2250261,173.2113,-80.99393,0
19.48811,-3.366939,0.9989735,174.3926,-79.36411,0
19.58155,-3.75069,1.345091,174.8845,-78.06807,0
19.60492,-4.175232,0.6217813,177.922,-77.54047,0
19.61076,-4.611767,-0.05285025,-90.03198,-76.34325,0
19.61222,-4.992044,-0.1784125,-157.1707,-75.35947,0
17.83893,-5.130209,-0.3839812,-173.6042,-73.23477,0
15.10435,-4.843329,-0.828621,-176.6179,-71.14388,0
11.80445,-4.38734,-0.3400335,-178.743,-68.39609,0
8.6954,-4.436747,0.9043955,87.50108,-58.76707,0
6.998765,-4.793863,1.930172,152.8759,-49.92302,0
6.03232,-3.940425,1.017647,170.9547,-56.8824,0
3.808309,-2.764597,-0.3507227,-86.19386,-50.74699,0
1.232199,-1.522536,0.0308323,107.9588,-18.44669,0
-1.489397,-0.6194556,0.8839859,99.13901,63.1928,0
-2.372705,0.01931427,1.215787,89.62727,63.21206,0
-1.780102,0.9565237,-0.453818,-1.524721,44.29443,0
-1.125577,1.280609,-1.546384,-33.88683,21.01589,0
0.2860315,0.7816346,-0.7277698,-45.98544,-44.6748,0
2.041337,0.3731781,0.4016442,51.39045,-72.7921,0
3.214585,0.4452422,0.8869064,69.22318,-72.32664,0
4.235136,0.9121711,0.1840179,15.56505,-76.84908,0
5.596395,1.537073,-1.076277,-14.78123,-69.19355,0
7.267287,1.675342,-1.09866,-17.77175,-75.34441,0
8.042345,1.620126,-1.064752,-19.46575,-76.99521,0
8.187626,1.667375,-1.506983,-25.62613,-74.01016,0
8.856016,1.636091,-3.195918,-44.77359,-65.72028,0
10.08793,1.926348,-4.979256,-48.99223,-60.54259,0
11.432,1.704426,-6.021246,-59.2617,-61.04146,0
11.2814,1.119228,-6.391279,-73.57174,-59.63591,0
10.65657,0.6155937,-7.422913,-83.08119,-53.32904,0
10.98339,-0.5015142,-9.88229,-93.20346,-45.9307,0
10.66826,-1.170448,-12.44721,-98.58547,-38.3008,0
9.671902,-0.8833812,-13.90367,-95.0162,-32.94786,0
9.537733,-0.6751451,-14.84059,-93.18713,-32.0458,0
10.82193,-1.280748,-12.77316,-100.0089,-41.14834,0
10.4178,-1.656152,-8.714918,-112.3449,-53.62439,0
10.11207,-2.094768,-3.881007,-146.2683,-72.32626,0
9.74474,-2.279839,2.118268,72.34172,-63.78836,0
8.984924,-1.528837,6.629395,95.84431,-46.68372,0
7.760676,-1.443439,11.84228,98.53627,-28.30318,0
7.007497,-1.666298,15.58041,100.3327,-21.77204,0
7.945075,-1.526287,18.21362,98.19425,-23.32752,0
8.466774,-0.9436106,17.82147,94.12891,-26.01196,0
8.370947,0.2902231,15.20234,88.74193,-30.16767,0
8.33442,1.825111,10.46963,64.86164,-42.15091,0
7.879968,2.30939,7.318423,49.52911,-48.91917,0
7.926167,2.083899,5.417317,48.22539,-56.84327,0
7.438526,1.794092,3.60428,44.86035,-64.6514,0
7.004172,1.549257,1.468496,24.45349,-76.4654,0
6.931497,1.085823,-0.7012886,-33.5129,-76.15781,0
5.566589,0.1188253,-1.523856,-78.55068,-70.50591,0
-0.9826658,-1.366696,-1.2476,-145.9166,49.16529,0
-5.196277,-1.629156,-0.044348,93.68591,75.12451,0
-8.083039,-1.992849,4.014763,122.5452,57.47017,0
-10.95772,-1.728233,5.593375,119.5223,62.00108,0
-10.80011,-1.653101,4.725686,124.0796,66.26472,0
-6.867733,-2.410039,2.291134,157.3582,61.2719,0
-2.124546,-3.0428,0.4740226,-95.12605,9.475216,0
4.216566,-3.226129,0.04129265,-158.3795,-62.54616,0
14.45509,-3.273757,-0.2213158,-173.5174,-79.52333,0
18.3233,-4.397172,-0.2492593,-177.928,-76.30666,0
19.29035,-5.683591,-0.1844191,-179.3037,-72.68432,0
19.53211,-6.793487,0.2717255,89.8318,-69.90323,0
19.59255,-7.383404,2.818869,154.8056,-66.7634,0
19.60766,-6.879062,4.21342,169.4309,-67.35851,0
19.61144,-5.697133,4.355557,171.0926,-70.63644,0
19.61239,-4.735464,4.74304,168.1223,-71.46687,0
18.93073,-4.518391,5.962193,164.6256,-67.44842,0
17.10651,-3.902083,5.864755,160.1867,-67.28915,0
14.05215,-2.440772,3.642518,150.8138,-74.97663,0
11.82331,-1.824053,3.203676,139.7611,-72.66132,0
10.55143,-2.639525,4.555626,148.0739,-60.23747,0
10.49204,-3.778928,5.872243,157.4032,-54.18091,0
10.66573,-4.476778,5.587285,164.1697,-55.99369,0
11.36636,-4.329819,5.785393,163.1958,-57.99386,0
10.50723,-3.443736,6.901537,149.6144,-52.20828,0
9.073195,-3.444876,9.71244,141.6238,-37.52131,0
7.856365,-4.32503,14.35842,143.1342,-24.21904,0
6.514272,-5.670942,18.29913,150.1385,-16.4516,0
5.234236,-6.761594,19.28431,156.7254,-12.97409,0
5.384687,-7.790226,17.11051,163.7688,-16.54637,0
5.898148,-8.75487,14.6134,168.8353,-20.19372,0
6.868673,-8.98885,10.20389,172.6745,-29.73898,0
8.835131,-7.973545,2.820319,177.9059,-51.15273,0
9.912127,-6.624371,-3.766092,-83.94718,-50.11666,0
10.32323,-6.32299,-6.159686,-148.4503,-48.25592,0
9.957344,-6.737858,-7.564332,-164.9527,-42.92816,0
11.68307,-8.024909,-8.308741,-171.1701,-45.54173,0
13.19548,-8.088099,-8.924004,-171.9465,-48.28908,0
12.24121,-6.73561,-10.67954,-166.2471,-42.74789,0
10.56433,-5.235701,-11.72176,-155.7358,-37.65807,0
9.839849,-4.366919,-11.41489,-148.7945,-38.59697,0
9.626406,-4.120993,-9.58562,-151.0743,-44.15089,0
9.05051,-4.257034,-6.603616,-160.3694,-51.40851,0
8.053603,-3.951666,-5.089576,-162.4379,-52.21096,0
8.37719,-3.672415,-3.700114,-165.2505,-60.37069,0
9.224829,-4.168232,-1.510411,-174.5691,-65.14932,0
10.37407,-4.205996,-0.3075724,91.13926,-68.58183,0
12.04044,-3.56182,-0.5042581,-110.1711,-74.91434,0
13.81275,-3.041645,0.4198134,104.0668,-78.3903,0
16.09457,-2.712284,1.351135,152.2903,-79.61913,0
18.73317,-1.961962,0.8890488,166.0483,-84.57384,0
19.39282,-1.124355,-0.3038636,-77.55861,-86.79465,0
19.55773,-1.293836,0.2364774,110.0737,-85.87885,0
19.59896,-2.853532,1.443566,156.5315,-78.90678,0
19.60927,-5.953094,2.03803,172.2386,-69.49347,0
19.61184,-8.713974,3.06831,176.5126,-62.47519,0
19.61249,-10.64319,4.361971,177.5357,-57.98627,0
17.52116,-10.35696,4.917026,177.3308,-55.73872,0
10.7351,-8.439472,4.145394,176.6064,-44.19144,0
4.545866,-6.340423,3.372491,174.9622,-21.07213,0
1.138262,-4.492265,1.412344,176.5717,-0.03473013,0
-0.9777774,-3.478961,0.1842948,-89.8785,28.12242,0
-2.919965,-2.805452,0.708669,106.917,52.59479,0
-5.258623,-2.172001,1.944088,138.9646,63.08632,0
-6.056971,-1.142748,1.971026,119.0248,71.33952,0
-7.190296,-0.826178,0.7243955,148.0322,84.08528,0
-3.941582,-0.02877504,1.213598,101.7643,63.95708,0
-1.339139,0.3034539,0.8636428,83.17953,28.90757,0
0.7013061,0.8479935,-0.290463,-3.40509,-48.29261,0
2.861621,1.840654,-2.245354,-24.26794,-44.69145,0
4.139712,2.135506,-2.782559,-28.70086,-50.90672,0
4.811183,2.112254,-2.464356,-27.70853,-57.88109,0
6.139041,1.88378,-2.318367,-31.77681,-66.20946,0
7.456819,1.929014,-3.475977,-40.5176,-61.29662,0
8.829535,1.758962,-5.252179,-55.53541,-56.75768,0
10.16571,1.382457,-7.922836,-71.48127,-50.00485,0
11.66334,0.8861053,-10.95717,-81.72121,-45.40861,0
12.08263,0.578861,-13.04992,-85.97798,-41.62204,0
11.94145,0.9042757,-13.81911,-84.18462,-40.12629,0
11.93669,1.499186,-14.53754,-78.49055,-38.74366,0
12.33592,1.54197,-15.09962,-78.51605,-39.05821,0
13.36947,0.5075967,-13.58634,-86.39053,-46.34904,0
13.09455,-0.3687006,-11.68711,-92.83497,-49.58105,0
12.30756,-1.042075,-9.413055,-101.469,-54.01294,0
11.28661,-2.083105,-5.228102,-137.4041,-67.48022,0
10.15868,-2.413393,0.5766127,85.50644,-70.00164,0
7.33406,-2.208661,5.164794,115.5289,-42.28876,0
5.15547,-2.480695,10.83149,117.2392,-18.84473,0
3.966184,-2.527155,15.87359,112.1099,-11.37905,0
2.891345,-1.662493,18.03373,99.91261,-7.672038,0
2.498446,1.261687,15.21265,81.49165,-10.0338,0
4.426005,1.608291,11.93567,75.91656,-24.7797,0
7.254811,1.217298,9.372845,79.08784,-43.66937,0
9.703794,1.004629,6.952648,78.2247,-59.42075,0
10.10056,1.192078,5.119373,68.86668,-65.42484,0
9.300133,1.231758,3.998459,63.83089,-67.00942,0
8.394335,1.318891,3.098731,55.60844,-68.99928,0
7.625598,1.261666,2.141173,47.97096,-73.33951,0
6.772614,0.7894684,1.776088,65.17587,-74.73261,0
5.6382,0.007028073,2.140913,86.60504,-66.59561,0
3.770831,-0.8152643,1.962771,113.8886,-55.13988,0
1.567595,-1.338668,0.2051842,-99.4584,-28.1019,0
-3.734843,-0.5325795,0.2413206,56.05059,80.41235,0
-6.952734,-0.8603836,3.678568,92.16052,58.48521,0
-5.584468,-1.226048,4.379862,107.6765,46.85565,0
-6.158185,-2.746802,2.26573,155.7431,60.38751,0
-0.4944772,-3.935034,1.024324,172.5384,-17.67059,0
5.845126,-5.164034,2.299532,174.413,-52.06142,0
11.43253,-3.901886,0.9537654,176.9306,-75.18009,0
12.79527,-4.405165,-2.284449,-84.18004,-66.80676,0
17.90834,-5.299524,-1.725716,-154.0539,-73.51093,0
19.18661,-6.122861,0.3891837,95.38836,-71.68967,0
19.50618,-6.030617,-0.109204,-110.8405,-72.97334,0
19.58607,-5.738209,-0.4025921,-162.0719,-73.89468,0
19.60604,-6.245102,2.497659,91.02901,-69.61031,0
19.61104,-6.032447,3.567487,153.2667,-70.00336,0
19.61229,-5.37774,3.116684,168.8567,-73.11956,0
19.6126,-4.391655,3.007574,170.3088,-75.60611,0
18.19995,-3.768047,2.890514,169.0376,-75.57182,0
16.26841,-3.274563,2.771467,166.6364,-75.16135,0
14.27897,-3.494161,3.754452,164.1472,-68.2897,0
13.21778,-4.157786,4.790285,165.2286,-62.31652,0
11.89125,-4.294962,4.993578,165.3868,-59.78423,0
9.763966,-3.697187,5.202419,159.3648,-55.05683,0
7.79742,-3.791952,7.17418,154.0135,-39.33454,0
7.289622,-4.447712,10.77001,152.1144,-28.99881,0
6.074508,-4.974374,14.31575,150.4167,-19.14503,0
3.914026,-6.007456,18.26736,153.2058,-8.817778,0
1.799119,-7.242561,19.27637,159.4215,-2.974998,0
1.248845,-8.643093,18.36728,165.6461,-3.014513,0
3.725744,-9.530127,12.49628,171.7441,-17.52965,0
7.431694,-9.940428,4.907151,176.9339,-39.93207,0
10.63866,-10.14536,-0.8022981,-89.65958,-47.93441,0
11.69359,-9.964949,-5.136819,-154.5573,-45.36636,0
12.06506,-8.731125,-10.4528,-166.2054,-39.498,0
11.66592,-7.386579,-13.42123,-164.2128,-35.79433,0
10.81555,-6.412986,-13.04644,-161.8359,-36.40252,0
10.71429,-5.519562,-12.46971,-157.6058,-38.67843,0
10.4546,-4.830061,-9.351795,-158.6474,-46.90941,0
9.663376,-5.084327,-6.58646,-165.8253,-50.79091,0
9.539192,-4.98808,-4.674083,-169.5796,-56.05998,0
9.782881,-4.673122,-3.556737,-171.0323,-60.5546,0
10.41123,-4.326831,-2.286201,-173.3971,-66.55927,0
12.09282,-4.229485,-1.860828,-174.3458,-70.28041,0
13.86714,-3.930413,-1.084707,-176.3255,-74.83524,0
15.11518,-2.930885,-0.3555723,-178.4664,-80.49599,0
16.0377,-2.030977,-0.3564451,-175.9061,-83.82867,0
17.71025,-1.45944,-0.4033503,-172.6436,-85.81619,0
19.13709,-1.984537,0.5042969,86.36545,-83.29594,0
19.4938,-2.911285,-0.1073604,-112.3073,-80.63314,0
19.58298,-4.624385,0.2730336,106.3277,-75.12115,0
19.60527,-6.824967,1.429362,160.2611,-68.37956,0
19.61084,-8.639252,1.479623,174.3292,-64.47724,0
19.61224,-9.381923,1.395222,177.9615,-63.62295,0
17.39361,-8.985799,1.541118,178.634,-61.62521,0
13.30511,-8.01049,1.453692,178.6346,-56.79499,0
9.009514,-6.95862,1.905887,177.6493,-47.59464,0
3.211256,-5.79244,4.057001,172.4502,-10.05467,0
-2.616106,-3.98357,4.849761,160.1759,36.6345,0
-5.118016,-1.997866,3.137378,135.5053,64.074,0
-4.172298,-0.7275142,0.05710578,-40.19033,75.23987,0
-2.9321,-0.5535784,-0.668071,-90.18371,67.64099,0
-2.083355,-1.000307,0.5997253,84.39886,49.49246,0
-1.314517,-1.081463,1.189613,119.8625,30.80357,0
-0.09519447,-0.6492482,0.7534988,114.5689,-21.48915,0
0.6387966,-0.286212,1.068244,97.27557,-36.71204,0
2.253428,0.1349469,1.414482,88.79159,-60.88955,0
4.33602,0.8705102,0.412877,24.6816,-77.46396,0
5.504899,2.187457,-1.457202,-6.128553,-60.38455,0
6.062875,3.200837,-2.867439,-12.56229,-52.10205,0
6.574068,3.666069,-3.920302,-15.19338,-49.64415,0
7.8026,3.602812,-4.438499,-18.27943,-54.58697,0
9.156598,2.655054,-2.953759,-21.49888,-70.54562,0
10.01584,1.525676,-1.954096,-37.19149,-79.0837,0
11.22723,0.9757796,-3.390296,-64.73706,-71.2449,0
12.73317,1.026849,-5.940042,-72.78801,-62.56834,0
13.40773,1.321533,-8.159447,-72.62213,-56.53339,0
13.41476,1.6035,-9.944319,-71.24566,-51.49306,0
12.89399,1.318453,-10.9436,-77.18162,-48.27639,0
12.6363,1.175365,-12.60659,-80.62581,-43.53511,0
12.35281,1.633397,-13.1247,-75.48897,-42.41648,0
11.91742,1.48574,-13.07286,-77.70988,-41.86975,0
11.34889,0.6587392,-12.40628,-85.33415,-42.47238,0
10.98409,-0.1836715,-10.48529,-91.22617,-47.78148,0
10.69178,-1.135878,-7.733541,-106.0407,-56.66105,0
9.27735,-2.156834,-4.953671,-138.0029,-61.71527,0
8.022326,-2.841233,-0.9026308,98.51845,-67.80827,0
7.579283,-2.717846,4.180871,130.8943,-49.01676,0
6.834657,-2.194991,9.174131,116.4352,-30.85382,0
5.305354,-2.076847,13.61332,108.4425,-17.4781,0
4.786558,-1.235677,16.02855,97.1945,-15.30334,0
4.841812,-0.09703231,15.67528,91.35995,-17.34631,0
5.710355,0.4228591,15.62467,88.9522,-21.01351,0
6.740921,0.6408189,15.34088,87.71765,-24.8988,0
7.546236,0.9862043,13.85675,84.66605,-30.23641,0
7.133452,1.467594,11.6739,77.59299,-32.29919,0
6.139613,2.28645,8.287474,54.51525,-37.38018,0
5.257288,3.040633,5.050854,28.56957,-43.89236,0
4.785316,2.90237,2.77106,17.39973,-52.95394,0
4.399771,2.156727,1.430778,15.43032,-63.31347,0
3.858063,1.469329,-0.04632711,-10.06341,-69.81255,0
2.891249,1.001197,-1.631259,-55.71333,-47.92693,0
1.545221,0.8051556,-2.347118,-72.36984,-22.18144,0
-0.3050206,-0.2601935,-1.206279,-104.2424,41.82624,0
-3.06781,-1.223243,0.6178036,89.09484,63.69664,0
-5.798368,-1.823136,3.03288,126.0211,57.10886,0
-7.630223,-2.109579,4.566796,133.2267,56.10683,0
-8.339579,-2.576233,3.573011,151.4229,63.69596,0
-6.178979,-3.028683,2.67813,163.0588,53.96246,0
-3.006405,-4.22996,2.669888,170.4511,20.03755,0
1.115876,-5.203649,1.155889,176.6982,-24.09985,0
6.619413,-6.405949,0.1363419,-90.63816,-51.14806,0
6.407942,-7.735432,-0.04133187,-157.5951,-37.76939,0
15.67451,-8.288668,-0.859676,-173.737,-65.5064,0
18.62815,-9.136259,-2.319422,-177.104,-63.38464,0
19.36656,-10.20827,-1.580033,-178.7713,-61.49862,0
19.55117,-11.09937,1.684356,89.40329,-59.11972,0
19.59732,-10.6398,2.82367,156.1207,-60.7915,0
19.60886,-9.194324,3.203669,172.192,-64.5654,0
19.61174,-7.816617,4.022316,174.7597,-66.52081,0
19.61246,-6.401982,4.684868,173.032,-68.57375,0
18.19632,-5.116381,4.706854,169.7486,-69.43924,0
16.63561,-4.475355,4.954764,166.5294,-67.73383,0
15.30271,-3.932624,3.657433,167.6131,-71.58411,0
14.32306,-3.87595,3.293596,168.4023,-70.36325,0
13.28985,-4.441777,4.917484,166.7678,-61.05981,0
8.364063,-4.972765,9.821948,158.6968,-34.53166,0
7.634192,-6.007054,13.47181,159.7632,-24.78963,0
5.945172,-7.488464,17.24295,162.824,-14.95585,0
4.045096,-9.015217,19.02026,166.5614,-8.893566,0
2.745873,-10.02718,18.52232,169.3694,-6.261099,0
3.07648,-10.14909,14.30735,172.0323,-10.96946,0
4.811131,-9.894055,8.437664,175.1222,-24.62687,0
7.300815,-9.797975,2.323098,178.6526,-39.76733,0
9.160439,-9.267582,-2.615485,-88.13552,-44.24897,0
9.316493,-8.836905,-6.516673,-152.6301,-38.70659,0
9.436312,-7.732649,-10.21777,-164.2869,-34.83818,0
10.2348,-7.300364,-11.68174,-166.1486,-36.64211,0
10.99108,-6.878054,-12.03337,-165.4442,-38.9813,0
10.79947,-5.677129,-13.19148,-157.2063,-36.38974,0
9.469473,-4.313872,-13.53488,-142.9954,-32.47016,0
8.214008,-3.802471,-12.1447,-140.0843,-32.50762,0
7.725965,-3.61716,-9.464607,-144.8562,-39.1822,0
8.108531,-3.50978,-7.234162,-150.4964,-48.20767,0
9.252833,-3.190244,-6.364108,-149.0966,-54.73724,0
9.607144,-2.645286,-5.494773,-143.3405,-59.369,0
10.0333,-1.95419,-4.122835,-135.788,-68.29335,0
11.7254,-2.336273,-2.316395,-158.3092,-76.27573,0
15.59967,-3.293706,-0.8628117,-173.4494,-77.86282,0
