,time,x_accel,y_accel,z_accel,pitch,roll,timeUs,packet
0,0.0,10.12272,0.05201513,0.09313619,59.90411,-89.36963,66171490.0,58.0
1,0.016594079788774252,10.11622,0.108631,0.09335011,40.72408,-89.16135,66187676.0,59.0
2,0.033188159577548504,10.10911,0.0690422,0.1127645,58.36714,-89.25266,66203760.0,60.0
3,0.04978223890066147,10.10409,0.05430942,0.1319442,67.32831,-89.18317,66219908.0,61.0
4,0.06637631868943572,10.12944,0.06576482,0.01103964,4.919934,-89.62067,66236028.0,62.0
5,0.08297039847820997,10.10397,0.0518269,0.01403265,14.68966,-89.7034,66252280.0,63.0
6,0.09956447826698422,10.07987,0.06551657,-0.04169236,-30.27393,-89.53161,66268504.0,64.0
7,0.11615855759009719,10.10763,0.04964728,0.02168814,24.56481,-89.68356,66284796.0,65.0
8,0.13275263737887144,10.11041,0.07607252,0.05819314,36.5152,-89.43002,66301024.0,66.0
9,0.1493467171676457,10.09991,0.04639332,0.05753407,51.20249,-89.5925,66317204.0,67.0
10,0.16594079695641994,10.12472,0.02618715,0.05746817,65.52428,-89.64783,66333636.0,68.0
11,0.1825348762795329,10.10565,0.08019084,0.005746817,6.552428,-89.51123,66349920.0,69.0
12,0.19912895606830716,10.1059,0.05757906,0.06952768,49.22493,-89.46509,66366220.0,70.0
13,0.2157230358570814,10.09946,0.04454397,0.01557189,16.08176,-89.74953,66382544.0,71.0
14,0.23231711564585567,10.12036,0.06478828,0.0468076,34.43583,-89.5257,66398796.0,72.0
15,0.24891119496896863,10.12461,0.0560388,0.0111451,10.04049,-89.68575,66415024.0,73.0
16,0.2655052747577429,10.12288,0.08317601,0.06360317,35.5746,-89.37357,66431236.0,74.0
17,0.28209935454651713,10.13994,0.06003236,0.1033255,58.95488,-89.31022,66447470.0,75.0
18,0.2986934343352914,10.12441,0.107278,0.07928555,36.28129,-89.22951,66463530.0,76.0
19,0.31528751365840435,10.09484,0.05382342,0.09842938,61.50551,-89.36768,66479692.0,77.0
20,0.3318815934471786,10.12421,0.07649014,0.03570032,23.87688,-89.52439,66495920.0,78.0
21,0.34847567323595285,10.07759,0.0787568,0.07252305,41.8295,-89.37399,66512172.0,79.0
22,0.3650697530247271,10.07292,0.06605477,0.02233577,17.14831,-89.62013,66528412.0,80.0
23,0.38166383281350136,10.12202,0.04754632,0.02809096,30.44549,-89.69561,66544812.0,81.0
24,0.3982579121366143,10.14201,0.04569548,0.01789257,20.99207,-89.72618,66561080.0,82.0
25,0.4148519919253886,10.16556,0.06059387,0.05781357,42.12101,-89.50396,66577290.0,83.0
26,0.4314460717141628,10.13344,0.05346458,0.04025786,36.2879,-89.63162,66600570.0,84.0
27,0.4480401515029371,10.13022,0.04413252,0.1160744,67.22336,-89.25487,66616830.0,85.0
28,0.46463423082605004,10.12344,0.03673497,0.07194132,62.0854,-89.56955,66632948.0,86.0
29,0.4812283106148243,10.11845,0.01660219,0.02874194,59.07148,-89.84189,66649210.0,87.0
30,0.49782239040359855,10.08563,0.09431582,0.06536286,36.1856,-89.29434,66665656.0,88.0
31,0.5144164701923728,10.07804,0.05468199,0.06040583,48.36429,-89.55556,66681930.0,89.0
32,0.5310105495154858,10.10745,0.01193254,0.05991012,79.61024,-89.65838,66698190.0,90.0
33,0.54760462930426,10.09099,0.01627672,0.0426223,68.65471,-89.75003,66714450.0,91.0
34,0.5641987090930343,10.12598,0.05980677,0.08183436,54.31213,-89.39064,66730916.0,92.0
35,0.5807927888818085,10.1381,0.06415977,0.1137677,60.11361,-89.24314,66747180.0,93.0
36,0.5973868682049215,10.12207,0.07536899,0.01353155,7.598606,-89.56605,66763480.0,94.0
37,0.6139809479936957,10.10108,0.04632297,0.02505575,28.80076,-89.71346,66779724.0,95.0
38,0.63057502778247,10.12052,0.06927574,0.03051773,23.69065,-89.55693,66796016.0,96.0
39,0.6471691075712442,10.09446,0.07803536,0.06338566,38.34248,-89.41173,66812240.0,97.0
40,0.6637631868943572,10.13064,0.05089916,0.04296985,39.79404,-89.64472,66828500.0,98.0
41,0.6803572666831315,10.10409,0.03956642,0.04739261,49.91406,-89.65217,66844730.0,99.0
42,0.6969513464719057,10.09281,0.06860009,0.07369227,46.85464,-89.40377,66861020.0,100.0
43,0.71354542626068,10.09169,0.05211042,0.06554832,51.33891,-89.53505,66877240.0,101.0
44,0.7301395060494542,10.08726,0.07631883,0.09274609,50.26708,-89.29481,66893410.0,102.0
45,0.7467335853725672,10.11699,0.07658489,0.07391805,43.48288,-89.40546,66909670.0,103.0
46,0.7633276651613414,10.12642,0.06799238,0.07849959,48.68732,-89.41382,66925976.0,104.0
47,0.7799217449501157,10.0972,0.06497833,0.04017168,30.76911,-89.58025,66942292.0,105.0
48,0.7965158247388899,10.1266,0.1163917,0.04926758,22.85644,-89.25314,66958530.0,106.0
49,0.8131099040620029,10.09506,0.07412783,0.007081539,4.04282,-89.60556,66974840.0,107.0
50,0.8297039838507771,10.11992,0.02034147,0.02872031,58.86447,-89.80597,66991176.0,108.0
51,0.8462980636395514,10.10517,0.03435587,0.02441984,35.9479,-89.75523,67007420.0,109.0
52,0.8628921434283257,10.12524,0.04653121,0.04984718,46.19448,-89.59727,67023692.0,110.0
53,0.8794862227514386,10.09708,0.05421309,-0.001479627,-1.99752,-89.68478,67039870.0,111.0
54,0.8960803025402129,10.12012,0.05929085,-0.002302744,-2.232794,-89.66094,67056136.0,112.0
55,0.9126743823289871,10.09657,0.05333428,0.06010361,46.16656,-89.51608,67072400.0,113.0
56,0.9292684621177614,10.14162,0.02472646,0.01678427,30.44348,-89.86081,67088588.0,114.0
57,0.9458625414408743,10.13104,0.04341349,0.1094175,65.0788,-89.2757,67104828.0,115.0
58,0.9624566212296486,10.12568,0.08406827,0.04110869,24.88533,-89.46404,67120980.0,116.0
59,0.9790507010184228,10.11652,0.03426421,0.04720649,55.34996,-89.6837,67137224.0,117.0
60,0.9956447808071971,10.12638,0.03359336,0.002565868,1.906051,-89.80988,67153470.0,118.0
61,1.01223886013031,10.07996,0.05076453,-0.01482688,-15.56361,-89.68565,67169770.0,119.0
62,1.0288329399190843,10.10333,0.09773206,0.05023207,24.3514,-89.33159,67186220.0,120.0
63,1.0454270197078586,10.10351,0.07657143,0.0869049,47.82011,-89.33419,67202480.0,121.0
64,1.0620210994966328,10.1143,0.05721712,0.1013461,60.17556,-89.33873,67218700.0,122.0
65,1.078615179285407,10.09168,0.0876034,0.1157189,52.6797,-89.15697,67234744.0,123.0
66,1.09520925860852,10.11958,0.09495159,0.1257753,52.516,-89.10024,67250960.0,124.0
67,1.1118033383972943,10.10729,0.06551948,0.003958405,-2.524182,-89.64292,67267070.0,125.0
68,1.1283974181860685,10.06943,0.06257627,-0.04054501,-32.58846,-89.56112,67283380.0,126.0
69,1.1449914979748428,10.09581,0.08167498,-0.008364063,-6.163605,-89.52381,67299590.0,127.0
70,1.1615855772979558,10.10061,0.09435875,0.04441401,24.00592,-89.38649,67315944.0,128.0
71,1.17817965708673,10.10108,0.0525315,-0.002022944,-5.192935,-89.72536,67332190.0,129.0
72,1.1947737368755043,10.09036,0.1000635,0.04504812,22.15786,-89.33714,67348460.0,130.0
73,1.2113678166642785,10.12592,0.04448286,0.06914825,57.65787,-89.53958,67364536.0,131.0
74,1.2279618959873915,10.11008,0.02815088,0.06509392,66.61504,-89.60435,67380830.0,132.0
75,1.2445559757761657,10.09557,0.02220812,0.05391459,67.46368,-89.67697,67397190.0,133.0
76,1.26115005556494,10.10489,0.04100688,0.06572534,58.01557,-89.54818,67413460.0,134.0
77,1.2777441353537142,10.16615,0.01271981,0.01519166,45.8583,-89.92371,67429890.0,135.0
78,1.2943382146768272,10.13781,0.0335937,0.03168611,42.94839,-89.72227,67446110.0,136.0
79,1.3109322944656014,10.11558,0.08093149,0.04626424,30.11983,-89.44141,67462300.0,137.0
80,1.3275263742543757,10.07026,0.05118877,0.02617424,26.76348,-89.69525,67478540.0,138.0
81,1.34412045404315,10.07866,0.04390494,0.06726087,55.60742,-89.52387,67494930.0,139.0
82,1.360714533366263,10.06657,0.04317656,-0.008357383,-13.43587,-89.73679,67511210.0,140.0
83,1.3773086131550372,10.08691,0.06465154,0.02071208,16.16466,-89.59575,67527576.0,141.0
84,1.3939026929438114,10.09756,0.02801297,0.06455987,65.33217,-89.58331,67543840.0,142.0
85,1.4104967727325857,10.11586,0.03512302,0.05817074,58.44138,-89.61629,67560264.0,143.0
86,1.42709085252136,10.08753,0.08539399,0.08769876,46.023,-89.269,67576520.0,144.0
87,1.4436849318444729,10.10624,0.08611154,0.1272829,55.37526,-89.10801,67592830.0,145.0
88,1.4602790116332471,10.11889,0.08402851,0.07952652,42.52302,-89.36627,67609130.0,146.0
89,1.4768730914220214,10.07059,0.09890367,0.04673872,24.91778,-89.37726,67625620.0,147.0
90,1.4934671712107956,10.10455,0.03790253,0.08440079,65.8865,-89.4678,67641890.0,148.0
91,1.5100612505339086,10.11225,0.008099815,-0.0001790468,-50.26979,-89.93934,67664920.0,149.0
92,1.5266553303226829,10.11087,0.06114387,-0.006482249,-10.45927,-89.61794,67681350.0,150.0
93,1.543249410111457,10.11719,0.09876999,-0.007112569,-4.57785,-89.41561,67697710.0,151.0
94,1.5598434899002314,10.11567,0.06159176,0.07039654,47.79573,-89.44666,67714050.0,152.0
95,1.5764375692233443,10.11552,0.05571915,0.0716831,51.72769,-89.48737,67730340.0,153.0
