,x_accel,y_accel,z_accel,pitch,roll,PicotimeUs,packet
0,10.122719764709473,0.05201512947678566,0.09313619136810303,59.904109954833984,-89.36962890625,66171488.0,58.0
1,10.116220474243164,0.10863099992275238,0.0933501124382019,40.72407913208008,-89.16134643554688,66187676.0,59.0
2,10.109109878540039,0.06904219835996628,0.11276450008153915,58.36714172363281,-89.2526626586914,66203760.0,60.0
3,10.104089736938477,0.0543094202876091,0.1319441944360733,67.32830810546875,-89.18316650390625,66219908.0,61.0
4,10.129440307617188,0.06576482206583023,0.011039639823138714,4.919933795928955,-89.62066650390625,66236028.0,62.0
5,10.10396957397461,0.051826901733875275,0.01403264980763197,14.68966007232666,-89.70339965820312,66252280.0,63.0
6,10.079870223999023,0.06551656872034073,-0.04169236123561859,-30.273929595947266,-89.53160858154297,66268504.0,64.0
7,10.107629776000977,0.04964727908372879,0.02168814092874527,24.564809799194336,-89.68356323242188,66284796.0,65.0
8,10.1104097366333,0.07607252150774002,0.058193139731884,36.515201568603516,-89.43002319335938,66301024.0,66.0
9,10.099909782409668,0.046393319964408875,0.05753406882286072,51.202491760253906,-89.59249877929688,66317204.0,67.0
10,10.124719619750977,0.026187149807810783,0.057468168437480927,65.52427673339844,-89.6478271484375,66333636.0,68.0
11,10.105649948120117,0.08019083738327026,0.0057468172162771225,6.552427768707275,-89.51123046875,66349920.0,69.0
12,10.105899810791016,0.05757905915379524,0.06952767819166183,49.22492980957031,-89.465087890625,66366220.0,70.0
13,10.099459648132324,0.04454397037625313,0.015571890398859978,16.08176040649414,-89.74952697753906,66382544.0,71.0
14,10.120360374450684,0.06478828191757202,0.04680759832262993,34.435829162597656,-89.52570343017578,66398796.0,72.0
15,10.12460994720459,0.05603880062699318,0.011145099997520447,10.04049015045166,-89.68575286865234,66415024.0,73.0
16,10.122879981994629,0.08317600935697556,0.06360317021608353,35.57460021972656,-89.37357330322266,66431236.0,74.0
17,10.13994026184082,0.06003236025571823,0.1033255010843277,58.95487976074219,-89.31021881103516,66447472.0,75.0
18,10.124409675598145,0.1072779968380928,0.07928554713726044,36.281288146972656,-89.22950744628906,66463528.0,76.0
19,10.094840049743652,0.05382341891527176,0.09842938184738159,61.50550842285156,-89.36768341064453,66479692.0,77.0
20,10.124210357666016,0.0764901414513588,0.035700321197509766,23.876880645751953,-89.5243911743164,66495920.0,78.0
21,10.077589988708496,0.07875680178403854,0.07252305001020432,41.829498291015625,-89.37399291992188,66512172.0,79.0
22,10.072919845581055,0.06605476886034012,0.02233576960861683,17.1483097076416,-89.62013244628906,66528412.0,80.0
