,time_stamps,x_accel,y_accel,z_accel,pitch,roll
200,1883362.9504267205,1.733389,-9.615759,0.8110394,179.4975,-10.19961
201,1883362.9664509683,1.78727,-9.662583,0.7943366,179.5126,-10.4739
202,1883362.9824752158,1.756027,-9.63279,0.756035,179.5333,-10.28425
203,1883362.9984994633,1.699033,-9.563011,0.691871,179.5667,-10.02048
204,1883363.0145237108,1.684715,-9.508628,0.6337399,179.5985,-10.02284
205,1883363.0305479586,1.601401,-9.501036,0.477092,179.6972,-9.502913
206,1883363.046572206,1.5392,-9.483039,0.3709264,179.7637,-9.174074
207,1883363.0625964536,1.554528,-9.556656,0.2137847,179.8657,-9.239327
208,1883363.0786207013,1.536668,-9.671757,-0.02602672,-143.9845,-9.004498
209,1883363.0946449488,1.440071,-9.758684,-0.2547121,-176.2471,-8.321272
210,1883363.1106691964,1.458424,-9.808318,-0.3077476,-179.4568,-8.460196
211,1883363.1266934439,1.516283,-9.759412,-0.3518372,-179.7523,-8.867102
212,1883363.1427176916,1.593177,-9.739437,-0.3691749,-179.7734,-9.334542
213,1883363.158741939,1.583628,-9.769762,-0.3903017,-179.7654,-9.190801
214,1883363.1747661866,1.539578,-9.802961,-0.316997,-179.8109,-8.889977
215,1883363.1907904341,1.502851,-9.821365,-0.3075117,-179.8173,-8.670639
216,1883363.2068146819,1.507797,-9.87492,-0.1988241,-179.8831,-8.677855
217,1883363.2228389294,1.503982,-9.822096,-0.0328111,-179.9806,-8.708345
218,1883363.238863177,1.510065,-9.780182,0.104458,143.9373,-8.784527
219,1883363.2548874244,1.564543,-9.711347,0.2517813,176.2469,-9.190453
220,1883363.2709116722,1.636789,-9.741095,0.4518249,179.3673,-9.56988
221,1883363.2869359197,1.721586,-9.692355,0.6592952,179.5618,-10.10701
222,1883363.3029601672,1.730066,-9.650849,1.09376,179.3234,-10.10429
223,1883363.3189844147,1.733068,-9.571282,1.313899,179.1777,-10.17745
224,1883363.3350086624,1.711821,-9.604266,1.577248,179.0206,-9.953237
225,1883363.35103291,1.629969,-9.560159,1.730715,178.9152,-9.473283
226,1883363.3670571574,1.587307,-9.676415,1.571525,179.0382,-9.16123
227,1883363.383081405,1.531327,-9.815174,1.118185,179.3341,-8.767735
228,1883363.3991056527,1.387822,-9.923861,0.5320009,179.6895,-7.8527
229,1883363.4151299002,1.181696,-9.992908,-0.08470592,-143.9521,-6.608768
230,1883363.4311541477,1.171858,-10.18081,-0.566559,-176.088,-6.53477
231,1883363.4471783952,1.108385,-10.45603,-1.146975,-179.0408,-5.956061
232,1883363.463202643,1.071871,-10.60421,-1.345078,-179.2792,-5.694613
233,1883363.4792268905,1.128554,-10.47897,-1.604069,-179.1592,-6.11566
234,1883363.495251138,1.24627,-10.20356,-1.489907,-179.18,-6.984442
235,1883363.5112753855,1.202018,-9.932532,-1.1445,-179.3364,-6.850825
236,1883363.5272996332,1.186819,-9.808464,-0.6509906,-179.6132,-6.886477
237,1883363.5433238808,1.201092,-9.601963,0.3891079,143.7576,-7.147397
238,1883363.5593481283,1.253524,-9.562084,0.825406,175.8825,-7.475425
239,1883363.5753723758,1.396674,-9.467595,1.250432,178.8402,-8.41757
240,1883363.5913966235,1.563978,-9.406431,1.465317,179.0151,-9.441361
241,1883363.607420871,1.768174,-9.355065,1.605319,178.9456,-10.68794
242,1883363.6234451185,1.846773,-9.356393,1.666724,178.9091,-11.04597
243,1883363.6394693663,1.927896,-9.378074,1.603912,178.9554,-11.50561
244,1883363.6554936138,1.901531,-9.431956,1.418784,179.0863,-11.25455
245,1883363.6715178613,1.860109,-9.549393,1.247281,179.2162,-10.89394
246,1883363.6875421088,1.827954,-9.539589,0.9823312,179.3817,-10.77554
247,1883363.7035663566,1.807501,-9.529989,0.7468224,179.529,-10.69755
